transaction_id,amount,hour,merchant_risk,distance_from_home,previous_txn_count_24h,foreign_transaction,card_present,is_fraud
TXN-00479,82.68,12,0.545,15.5,1,0,1,0
TXN-00480,31.71,23,0.261,0.5,3,1,0,0
TXN-00481,39.08,9,0.345,0.3,0,0,1,0
TXN-00482,58.25,0,0.248,22.5,3,1,0,1
TXN-00483,166.14,10,0.182,4.3,2,0,1,1
TXN-00484,23.75,13,0.142,3.7,1,0,1,0
TXN-00485,56.74,12,0.263,51.5,2,0,0,0
TXN-00486,47.52,12,0.177,2.7,5,0,1,0
TXN-00487,110.86,22,0.387,9.8,4,1,0,1
TXN-00488,46.47,19,0.357,6.3,4,0,1,0
TXN-00489,69.01,6,0.342,29.5,3,1,1,0
TXN-00490,23.82,8,0.336,37.1,2,0,1,0
TXN-00491,123.84,16,0.282,10.3,5,0,1,1
TXN-00492,14.88,9,0.169,24.4,1,1,0,0
TXN-00493,81.88,10,0.131,3.7,1,0,1,0
TXN-00494,69.33,4,0.141,43.0,5,1,1,0
TXN-00495,76.94,6,0.302,1.0,1,0,0,0
TXN-00496,15.11,17,0.074,32.6,2,0,1,0
TXN-00497,45.7,20,0.289,13.9,1,0,0,0
TXN-00498,107.17,18,0.063,15.2,1,0,0,0
TXN-00499,182.78,7,0.282,28.5,1,0,1,1
TXN-00500,53.51,3,0.223,5.2,3,0,1,0
TXN-00501,100.3,3,0.112,18.2,4,0,0,1
TXN-00502,64.44,9,0.062,13.2,3,0,1,0
TXN-00503,55.7,12,0.442,16.9,2,0,1,0
TXN-00504,41.54,21,0.228,9.1,3,0,0,0
TXN-00505,58.47,21,0.106,1.9,5,0,1,1
TXN-00506,94.15,0,0.449,39.7,1,0,0,1
TXN-00507,99.61,16,0.335,15.5,2,1,1,0
TXN-00508,18.44,7,0.312,8.3,3,0,0,0
TXN-00509,38.51,4,0.075,22.7,3,0,1,0
TXN-00510,22.71,13,0.111,4.1,2,0,1,0
TXN-00511,60.72,0,0.023,52.7,1,1,0,1
TXN-00512,44.4,8,0.092,1.9,3,0,1,1
TXN-00513,75.08,13,0.186,14.9,1,0,1,0
TXN-00514,78.88,6,0.222,54.6,1,0,0,0
TXN-00515,4.87,14,0.29,55.1,3,0,0,1
TXN-00516,58.12,11,0.105,5.2,3,0,0,0
TXN-00517,130.13,19,0.03,1.1,4,0,1,0
TXN-00518,38.52,4,0.08,9.8,0,0,1,0
TXN-00519,37.58,1,0.33,3.7,2,0,1,0
TXN-00520,115.2,12,0.405,10.9,2,0,1,0
TXN-00521,102.84,6,0.172,4.2,1,0,1,0
TXN-00522,24.95,16,0.162,0.6,3,0,1,0
TXN-00523,95.93,2,0.357,5.3,2,0,1,0
TXN-00524,30.22,13,0.197,57.1,2,0,1,0
TXN-00525,37.26,23,0.134,2.4,1,0,1,0
TXN-00526,24.93,2,0.335,5.9,3,0,1,0
TXN-00527,18.29,7,0.34,9.7,1,0,1,0
TXN-00528,63.43,20,0.177,23.2,0,1,0,0
TXN-00529,15.61,12,0.35,33.3,3,0,0,1
TXN-00530,65.37,4,0.113,15.3,1,0,1,0
TXN-00531,63.85,5,0.19,54.1,1,0,0,0
TXN-00532,51.66,18,0.243,4.2,2,0,0,0
TXN-00533,40.04,20,0.098,36.6,3,0,1,1
TXN-00534,33.79,8,0.12,11.0,0,0,1,1
TXN-00535,22.07,11,0.142,24.2,2,0,1,0
TXN-00536,151.03,18,0.259,2.3,0,0,1,0
TXN-00537,49.88,4,0.411,14.6,2,0,1,0
TXN-00538,48.57,4,0.413,19.1,3,0,1,0
TXN-00539,26.04,18,0.343,27.3,3,0,0,1
TXN-00540,140.53,4,0.131,96.7,0,0,1,0
TXN-00541,35.64,18,0.508,47.7,3,0,1,0
TXN-00542,70.05,11,0.023,11.3,3,0,0,1
TXN-00543,80.14,23,0.332,7.3,4,0,0,0
TXN-00544,63.47,0,0.303,8.9,2,0,0,0
TXN-00545,15.22,22,0.052,65.0,2,0,0,0
TXN-00546,93.11,5,0.171,4.3,0,0,0,0
TXN-00547,35.33,0,0.229,73.7,3,0,1,1
TXN-00548,102.13,17,0.074,24.3,3,0,0,0
TXN-00549,55.35,12,0.211,8.2,1,0,1,0
TXN-00550,83.65,20,0.085,39.1,2,0,1,0
TXN-00551,134.37,2,0.217,6.9,4,0,1,0
TXN-00552,90.71,1,0.239,23.3,3,0,1,0
TXN-00553,85.11,13,0.051,10.3,1,0,1,0
TXN-00554,96.07,21,0.189,13.3,4,0,1,0
TXN-00555,29.29,9,0.309,25.5,1,0,1,0
TXN-00556,105.13,19,0.025,19.2,0,0,1,0
TXN-00557,46.9,21,0.271,0.4,1,0,1,0
TXN-00558,48.13,20,0.279,8.9,2,0,0,0
TXN-00559,61.98,12,0.495,12.2,0,0,1,0
TXN-00560,43.48,16,0.257,3.7,1,0,1,0
TXN-00561,24.09,12,0.092,19.2,6,0,1,0
TXN-00562,58.47,16,0.233,10.2,4,0,0,0
TXN-00563,48.31,13,0.248,23.4,3,0,1,0
TXN-00564,46.96,12,0.359,0.1,1,0,1,0
TXN-00565,54.0,10,0.403,52.8,4,0,1,0
TXN-00566,5.62,15,0.233,5.8,3,0,0,1
TXN-00567,47.24,18,0.166,9.4,0,0,0,0
TXN-00568,145.69,22,0.235,10.0,4,1,0,1
TXN-00569,138.07,14,0.162,5.6,7,0,0,1
TXN-00570,60.03,2,0.247,10.0,1,0,1,0
TXN-00571,58.51,14,0.078,10.8,6,0,1,0
TXN-00572,3.76,7,0.316,0.1,2,0,1,0
TXN-00573,37.07,0,0.284,8.0,2,0,1,0
TXN-00574,95.4,1,0.236,0.7,1,0,0,0
TXN-00575,42.64,14,0.095,21.7,3,0,0,1
TXN-00576,118.36,22,0.083,19.4,4,0,1,0
TXN-00577,113.54,12,0.39,16.3,1,0,1,0
TXN-00578,36.46,10,0.48,12.6,1,0,1,0
TXN-00579,63.48,2,0.266,14.2,2,1,1,0
TXN-00580,153.41,16,0.503,40.6,1,0,1,1
TXN-00581,14.86,1,0.348,4.2,2,0,1,0
TXN-00582,43.41,20,0.112,15.9,4,0,1,1
TXN-00583,13.29,19,0.24,73.7,1,0,1,0
TXN-00584,27.44,23,0.174,10.8,4,0,1,0
TXN-00585,183.49,6,0.28,4.4,2,0,0,1
TXN-00586,43.4,3,0.216,8.0,3,0,1,0
TXN-00587,7.62,7,0.279,9.1,4,0,1,0
TXN-00588,23.86,19,0.312,9.8,4,0,1,0
TXN-00589,11.79,5,0.134,2.7,2,0,0,0
TXN-00590,65.31,21,0.201,13.0,5,0,1,0
TXN-00591,79.3,3,0.24,19.8,1,0,0,1
TXN-00592,106.1,1,0.316,2.1,4,0,1,0
TXN-00593,91.86,5,0.409,3.7,5,0,1,0
TXN-00594,15.63,18,0.096,8.1,4,1,1,0
TXN-00595,76.45,14,0.119,18.9,3,0,0,0
TXN-00596,52.19,8,0.109,4.2,2,0,0,0
TXN-00597,116.73,15,0.376,7.9,0,0,0,1
TXN-00598,99.22,15,0.27,29.3,2,0,0,0
TXN-00599,199.32,13,0.115,50.1,2,0,1,1
TXN-00600,25.68,12,0.217,6.4,2,0,1,0
TXN-00601,22.39,2,0.044,4.0,2,0,1,0
TXN-00602,39.01,6,0.061,7.3,1,0,1,0
TXN-00603,53.83,12,0.075,18.5,2,0,1,0
TXN-00604,32.86,3,0.349,1.6,3,0,0,1
TXN-00605,26.93,11,0.329,0.6,3,0,0,0
TXN-00606,72.84,2,0.126,71.8,0,0,0,0
TXN-00607,38.91,18,0.143,1.0,1,0,1,0
TXN-00608,31.67,2,0.088,16.6,3,0,0,1
TXN-00609,15.59,2,0.082,34.2,4,0,0,0
TXN-00610,4.29,15,0.121,8.8,3,0,0,0
TXN-00611,141.02,5,0.242,0.3,2,0,1,1
TXN-00612,138.24,8,0.216,20.8,1,0,1,0
TXN-00613,101.32,7,0.031,2.3,1,0,0,0
TXN-00614,85.36,5,0.104,3.1,2,0,0,0
TXN-00615,35.96,18,0.234,13.1,3,0,1,0
TXN-00616,87.84,16,0.241,13.3,3,0,1,0
TXN-00617,20.89,5,0.125,56.9,2,0,1,0
TXN-00618,62.33,16,0.277,1.1,3,0,1,1
TXN-00619,29.35,17,0.141,9.1,2,0,0,0
TXN-00620,88.1,12,0.305,49.9,3,0,1,1
TXN-00621,160.3,13,0.266,2.0,2,0,1,0
TXN-00622,23.78,22,0.158,29.8,1,0,1,0
TXN-00623,37.48,10,0.556,2.5,2,0,1,0
TXN-00624,61.46,9,0.181,11.2,3,0,1,0
TXN-00625,8.85,12,0.356,19.4,3,0,1,0
TXN-00626,12.43,20,0.337,4.8,1,0,1,0
TXN-00627,157.21,17,0.083,4.2,1,1,0,1
TXN-00628,73.07,1,0.133,13.3,1,0,0,0
TXN-00629,34.29,11,0.395,6.1,0,0,0,0
TXN-00630,56.61,17,0.148,30.9,0,0,1,0
TXN-00631,39.14,5,0.256,20.1,0,1,0,0
TXN-00632,62.85,23,0.117,0.3,1,0,1,0
TXN-00633,40.37,19,0.276,5.1,1,0,1,0
TXN-00634,53.27,20,0.121,7.8,2,1,1,0
TXN-00635,93.65,1,0.32,4.1,3,1,1,0
TXN-00636,89.47,13,0.263,32.3,2,0,1,0
TXN-00637,151.39,12,0.283,52.6,3,0,0,0
TXN-00638,76.87,15,0.398,2.2,3,0,0,0
TXN-00639,59.4,20,0.253,7.2,5,0,1,0
TXN-00640,166.43,8,0.166,1.8,3,0,1,1
TXN-00641,49.03,12,0.08,3.4,0,0,0,0
TXN-00642,4.95,16,0.322,36.1,2,0,1,0
TXN-00643,102.19,18,0.39,5.2,3,0,1,1
TXN-00644,70.4,18,0.474,20.7,2,0,0,0
TXN-00645,57.29,8,0.316,8.7,4,0,1,0
TXN-00646,104.06,23,0.093,41.1,1,0,0,0
TXN-00647,40.66,0,0.455,2.2,0,0,1,0
TXN-00648,5.32,11,0.144,6.2,1,0,0,0
TXN-00649,105.48,14,0.157,11.4,1,0,1,1
TXN-00650,33.26,1,0.274,6.4,0,0,0,0
TXN-00651,24.68,10,0.146,17.3,1,1,1,0
TXN-00652,5.75,14,0.289,4.8,2,0,0,0
TXN-00653,99.46,14,0.162,26.0,3,0,0,1
TXN-00654,2.71,2,0.385,5.0,1,0,1,0
TXN-00655,133.66,6,0.31,55.3,3,0,1,1
TXN-00656,44.0,5,0.099,24.2,2,0,1,0
TXN-00657,102.76,15,0.328,19.2,1,0,1,0
TXN-00658,78.56,7,0.191,6.3,1,0,1,0
TXN-00659,186.86,13,0.497,0.9,3,0,1,0
TXN-00660,77.03,17,0.174,9.2,1,0,1,0
TXN-00661,130.35,19,0.278,5.4,4,0,0,0
TXN-00662,36.49,4,0.214,0.6,1,0,1,0
TXN-00663,12.38,21,0.101,17.6,1,0,1,0
TXN-00664,113.88,3,0.201,29.1,3,0,1,1
TXN-00665,11.97,0,0.274,7.1,1,0,1,0
TXN-00666,98.7,1,0.179,0.9,1,0,1,0
TXN-00667,22.0,4,0.123,0.5,2,0,0,0
TXN-00668,71.41,20,0.291,73.9,1,0,1,1
TXN-00669,189.15,4,0.135,45.7,0,0,1,1
TXN-00670,93.4,16,0.282,2.9,1,0,1,0
TXN-00671,49.2,10,0.269,22.1,1,0,1,0
TXN-00672,79.88,0,0.217,5.5,3,0,0,0
TXN-00673,37.62,10,0.352,0.3,0,0,1,0
TXN-00674,237.32,0,0.468,12.5,1,0,1,0
TXN-00675,31.11,11,0.267,6.0,1,0,1,0
TXN-00676,53.54,13,0.143,4.2,1,0,1,0
TXN-00677,87.61,12,0.368,7.8,2,0,1,0
TXN-00678,75.76,6,0.32,3.8,0,0,1,0
TXN-00679,82.03,18,0.284,3.9,1,0,0,1
TXN-00680,38.29,14,0.054,4.2,0,0,1,0
TXN-00681,47.59,6,0.324,1.9,1,0,1,0
TXN-00682,110.3,10,0.193,0.6,0,0,0,1
TXN-00683,106.59,2,0.028,9.6,2,0,1,0
TXN-00684,77.08,22,0.013,19.0,4,1,1,1
TXN-00685,141.32,18,0.138,0.5,2,0,0,0
TXN-00686,113.32,6,0.029,19.3,1,0,0,0
TXN-00687,104.39,16,0.239,11.1,5,0,0,1
TXN-00688,11.71,16,0.048,0.0,6,0,0,0
TXN-00689,76.4,14,0.182,2.1,1,0,1,0
TXN-00690,66.72,1,0.141,3.0,1,0,0,0
TXN-00691,153.47,21,0.123,3.8,2,0,1,1
TXN-00692,51.21,22,0.148,13.6,0,0,1,0
TXN-00693,62.69,23,0.148,3.6,1,0,0,1
TXN-00694,21.72,23,0.365,7.5,0,1,0,0
TXN-00695,25.97,22,0.52,46.0,2,0,0,0
TXN-00696,153.79,17,0.401,80.5,3,0,1,1
TXN-00697,81.81,1,0.079,13.0,2,0,0,0
TXN-00698,189.43,11,0.332,4.0,5,0,1,1
TXN-00699,50.47,5,0.391,4.4,0,0,0,0
TXN-00700,15.01,5,0.045,8.9,0,0,1,0
TXN-00701,44.88,19,0.134,8.5,1,0,1,0
TXN-00702,38.82,19,0.318,4.8,1,0,0,0
TXN-00703,95.69,12,0.117,39.6,1,0,1,0
TXN-00704,93.02,17,0.4,10.6,1,0,1,0
TXN-00705,84.73,3,0.28,11.0,3,0,0,0
TXN-00706,228.22,5,0.286,67.8,2,0,1,1
TXN-00707,135.87,20,0.393,17.4,1,0,1,1
TXN-00708,27.68,10,0.363,32.4,1,0,1,1
TXN-00709,115.87,13,0.078,10.6,1,0,1,0
TXN-00710,59.61,11,0.134,40.2,2,0,1,0
TXN-00711,49.37,4,0.235,4.8,3,0,1,0
TXN-00712,147.31,19,0.129,0.2,2,0,1,0
TXN-00713,26.08,18,0.282,30.0,3,0,1,0
TXN-00714,110.64,16,0.282,5.3,1,0,1,0
TXN-00715,98.92,8,0.082,16.5,1,0,1,1
TXN-00716,25.62,15,0.26,12.6,0,0,1,0
TXN-00717,11.25,22,0.106,2.6,3,0,0,0
TXN-00718,54.64,15,0.144,4.8,1,0,1,0
TXN-00719,125.05,11,0.247,59.7,2,0,1,1
TXN-00720,76.19,6,0.33,55.7,1,0,1,0
TXN-00721,150.48,12,0.094,12.4,1,0,1,1
TXN-00722,72.44,8,0.355,6.1,1,0,0,0
TXN-00723,157.18,14,0.274,19.4,3,0,1,0
TXN-00724,35.42,1,0.256,33.8,3,0,1,1
TXN-00725,84.54,4,0.171,53.3,3,0,0,1
TXN-00726,42.23,18,0.252,4.3,1,0,1,0
TXN-00727,53.32,9,0.108,5.1,2,0,0,0
TXN-00728,62.53,10,0.166,1.5,1,0,1,0
TXN-00729,76.01,13,0.366,0.4,1,0,1,0
TXN-00730,31.34,10,0.264,6.2,5,0,0,1
TXN-00731,81.67,18,0.277,1.5,3,0,1,0
TXN-00732,60.17,5,0.676,20.7,1,0,1,0
TXN-00733,15.93,18,0.156,7.6,0,0,0,0
TXN-00734,9.37,5,0.288,4.3,2,0,1,0
TXN-00735,125.36,8,0.076,15.3,0,0,0,0
TXN-00736,51.28,14,0.404,15.4,1,0,1,0
TXN-00737,14.16,21,0.205,5.6,0,0,1,0
TXN-00738,174.35,5,0.236,18.1,4,0,0,0
TXN-00739,87.67,14,0.039,51.8,3,0,1,0
TXN-00740,74.55,1,0.172,38.4,1,0,1,0
TXN-00741,28.87,1,0.093,1.4,0,0,0,0
TXN-00742,15.69,18,0.535,8.0,1,0,1,0
TXN-00743,66.79,17,0.189,24.3,3,0,1,0
TXN-00744,57.31,9,0.118,32.9,3,0,0,0
TXN-00745,22.07,14,0.184,5.4,1,0,1,0
TXN-00746,21.32,9,0.124,31.4,1,1,1,0
TXN-00747,20.27,6,0.012,14.7,1,0,0,0
TXN-00748,19.58,10,0.429,39.0,3,0,1,0
TXN-00749,34.42,7,0.309,15.0,3,0,0,0
TXN-00750,74.57,19,0.215,39.7,3,0,0,0
TXN-00751,83.89,9,0.177,2.9,0,1,1,0
TXN-00752,56.41,7,0.099,65.9,0,0,1,0
TXN-00753,64.52,12,0.035,1.1,0,0,0,0
TXN-00754,86.77,18,0.074,28.4,0,0,0,0
TXN-00755,6.62,6,0.35,2.0,1,0,1,0
TXN-00756,68.36,22,0.282,43.0,4,0,1,0
TXN-00757,139.97,11,0.164,2.0,2,0,1,0
TXN-00758,50.23,15,0.162,17.2,4,1,0,0
TXN-00759,121.92,22,0.181,12.2,0,1,0,0
TXN-00760,50.97,10,0.056,4.6,0,0,0,0
TXN-00761,90.91,4,0.05,37.5,1,0,1,0
TXN-00762,73.46,17,0.254,11.7,1,1,0,0
TXN-00763,19.94,0,0.181,16.9,3,0,1,0
TXN-00764,24.83,10,0.155,6.0,3,0,1,0
TXN-00765,157.18,23,0.149,50.0,2,0,1,0
TXN-00766,105.11,9,0.132,18.8,2,0,1,0
TXN-00767,53.72,16,0.131,10.0,2,0,1,0
TXN-00768,48.28,12,0.391,18.8,1,0,1,1
TXN-00769,29.05,5,0.065,23.8,2,0,1,0
TXN-00770,78.09,7,0.116,4.2,2,0,0,0
TXN-00771,31.34,12,0.555,27.5,1,0,1,0
TXN-00772,43.33,2,0.338,4.1,2,0,1,0
TXN-00773,34.3,9,0.187,18.6,4,0,1,0
TXN-00774,100.6,9,0.252,4.0,0,0,1,0
TXN-00775,51.99,20,0.197,3.8,1,0,1,0
TXN-00776,64.89,2,0.361,13.5,1,0,1,0
TXN-00777,20.34,20,0.122,6.1,1,1,1,0
TXN-00778,34.09,9,0.113,0.5,2,0,1,0
TXN-00779,65.97,15,0.159,29.3,2,0,0,0
TXN-00780,11.99,13,0.376,84.8,3,0,1,0
TXN-00781,48.95,7,0.078,22.7,1,0,0,0
TXN-00782,57.75,22,0.35,48.7,2,1,1,1
TXN-00783,17.86,5,0.215,24.9,2,0,0,0
TXN-00784,118.26,0,0.139,87.6,5,0,1,0
TXN-00785,75.39,18,0.396,10.4,1,0,1,0
TXN-00786,51.69,14,0.111,13.9,3,0,1,0
TXN-00787,31.98,21,0.376,8.5,5,0,1,0
TXN-00788,11.47,10,0.292,62.8,0,0,0,0
TXN-00789,112.14,0,0.192,12.7,1,0,1,0
TXN-00790,40.08,0,0.614,41.1,4,1,1,1
TXN-00791,15.0,10,0.081,2.1,4,0,0,0
TXN-00792,31.19,5,0.13,5.7,0,0,0,0
TXN-00793,81.26,22,0.293,16.0,1,0,1,0
TXN-00794,69.79,2,0.406,7.9,3,0,1,0
TXN-00795,22.17,21,0.506,5.9,1,0,0,0
TXN-00796,125.94,5,0.379,8.8,2,0,0,0
TXN-00797,14.79,2,0.315,4.2,1,0,0,0
TXN-00798,143.73,6,0.445,34.1,2,0,0,1
TXN-00799,67.61,3,0.055,6.8,0,0,1,0
TXN-00800,42.65,9,0.112,18.4,2,0,1,0
TXN-00801,47.66,7,0.072,2.9,0,0,1,0
TXN-00802,61.96,12,0.222,31.6,0,0,1,0
TXN-00803,85.83,12,0.304,6.1,1,0,0,0
TXN-00804,9.25,0,0.093,8.9,2,0,1,0
TXN-00805,30.29,2,0.301,31.5,1,0,1,0
TXN-00806,60.46,3,0.217,4.9,1,0,1,0
TXN-00807,129.2,4,0.201,32.9,2,0,1,0
TXN-00808,125.89,2,0.242,5.8,3,0,1,0
TXN-00809,163.75,7,0.208,7.8,4,0,1,0
TXN-00810,121.85,13,0.191,40.7,1,0,0,1
TXN-00811,28.27,7,0.061,2.5,4,0,1,0
TXN-00812,57.57,7,0.088,8.4,2,1,1,0
TXN-00813,122.34,11,0.059,7.7,3,0,1,0
TXN-00814,114.33,13,0.123,18.6,2,0,1,0
TXN-00815,49.6,7,0.324,14.4,3,0,0,0
TXN-00816,84.14,5,0.102,14.5,1,0,1,0
TXN-00817,39.89,9,0.159,17.1,2,0,0,0
TXN-00818,13.55,0,0.261,21.7,2,0,1,0
TXN-00819,53.11,11,0.212,64.3,1,0,1,0
TXN-00820,50.63,22,0.147,28.1,3,0,1,0
TXN-00821,38.31,9,0.284,6.7,3,0,0,0
TXN-00822,86.08,2,0.26,4.1,3,1,0,0
TXN-00823,48.29,16,0.358,10.9,1,0,1,0
TXN-00824,77.71,3,0.132,18.2,3,0,1,1
TXN-00825,99.32,4,0.129,22.4,5,0,1,0
TXN-00826,246.31,3,0.22,12.1,2,0,1,1
TXN-00827,53.82,21,0.126,13.0,2,0,1,1
TXN-00828,130.42,23,0.025,9.0,1,1,0,0
TXN-00829,69.05,13,0.268,8.1,5,0,1,1
TXN-00830,72.02,14,0.441,18.8,2,0,0,1
TXN-00831,54.39,15,0.166,9.3,0,0,0,0
TXN-00832,64.65,14,0.196,12.8,2,0,1,1
TXN-00833,48.65,13,0.136,35.4,3,0,1,0
TXN-00834,115.37,23,0.416,57.1,0,0,0,1
TXN-00835,31.29,17,0.041,0.3,3,0,1,0
TXN-00836,13.41,2,0.39,14.7,3,0,1,0
TXN-00837,37.25,9,0.37,5.9,2,1,0,0
TXN-00838,33.95,23,0.204,21.2,0,0,1,0
TXN-00839,37.23,9,0.14,1.2,0,0,0,0
TXN-00840,52.17,4,0.338,15.0,3,0,1,1
TXN-00841,37.35,20,0.323,3.7,3,0,1,0
TXN-00842,51.6,14,0.228,14.5,5,0,1,0
TXN-00843,37.45,13,0.054,1.1,3,0,1,0
TXN-00844,78.9,10,0.469,9.9,2,0,1,0
TXN-00845,244.86,2,0.178,0.8,1,0,1,0
TXN-00846,68.03,9,0.257,12.0,2,0,1,0
TXN-00847,38.76,10,0.04,44.7,5,0,1,0
TXN-00848,3.72,22,0.046,4.4,2,0,1,0
TXN-00849,193.48,7,0.061,5.2,1,0,1,1
TXN-00850,70.88,3,0.259,20.5,2,0,1,0
TXN-00851,51.23,10,0.383,42.3,2,0,1,0
TXN-00852,4.09,23,0.047,20.7,1,0,1,0
TXN-00853,53.37,11,0.21,27.3,2,0,1,0
TXN-00854,64.24,9,0.415,1.0,1,0,1,0
TXN-00855,37.57,16,0.03,8.4,0,0,1,0
TXN-00856,16.35,15,0.455,5.7,1,0,0,0
TXN-00857,15.23,7,0.145,0.6,1,0,1,0
TXN-00858,195.5,23,0.455,26.2,4,0,1,1
TXN-00859,62.86,14,0.158,24.4,3,0,0,0
TXN-00860,37.54,1,0.26,1.1,3,0,1,1
TXN-00861,60.05,9,0.199,49.3,3,1,1,1
TXN-00862,56.95,22,0.127,6.5,1,0,1,0
TXN-00863,14.43,9,0.114,20.3,4,0,1,0
TXN-00864,110.19,13,0.163,15.1,3,0,1,0
TXN-00865,50.18,14,0.243,21.8,6,0,1,0
TXN-00866,63.51,16,0.398,1.6,2,0,1,0
TXN-00867,153.79,20,0.171,15.7,2,1,1,0
TXN-00868,16.87,3,0.472,7.3,3,0,1,0
TXN-00869,29.87,12,0.378,1.3,1,0,1,0
TXN-00870,73.69,12,0.231,2.8,1,0,1,1
TXN-00871,108.69,3,0.194,12.4,0,0,1,0
TXN-00872,34.6,16,0.292,10.2,1,1,1,0
TXN-00873,36.33,2,0.082,11.3,1,0,1,0
TXN-00874,91.61,10,0.081,6.4,4,0,1,0
TXN-00875,232.5,7,0.17,17.7,4,0,1,1
TXN-00876,61.57,3,0.187,1.3,3,1,0,0
TXN-00877,29.78,19,0.262,5.3,0,0,0,0
TXN-00878,22.42,5,0.158,18.2,0,0,1,0
TXN-00879,52.05,6,0.444,49.0,1,0,1,0
TXN-00880,105.26,20,0.069,10.0,2,1,1,0
TXN-00881,299.64,21,0.26,9.4,1,0,0,1
TXN-00882,45.38,0,0.173,3.6,6,0,1,0
TXN-00883,61.65,6,0.396,32.6,3,0,1,0
TXN-00884,174.37,17,0.504,11.8,1,0,0,1
TXN-00885,72.8,18,0.085,17.3,2,0,1,0
TXN-00886,68.38,23,0.04,4.0,3,0,0,0
TXN-00887,152.5,13,0.151,11.6,0,0,1,0
TXN-00888,62.75,0,0.218,5.2,5,0,1,1
TXN-00889,24.23,20,0.102,33.2,2,0,0,0
TXN-00890,132.09,3,0.147,10.0,1,0,1,0
TXN-00891,11.92,2,0.182,18.6,1,0,1,0
TXN-00892,117.3,16,0.39,24.0,2,0,0,0
TXN-00893,57.98,14,0.075,0.1,1,0,0,0
TXN-00894,45.77,1,0.121,8.4,1,0,1,0
TXN-00895,44.82,4,0.107,9.8,1,0,0,0
TXN-00896,51.9,14,0.23,18.3,2,0,1,1
TXN-00897,40.52,6,0.37,4.8,2,0,1,0
TXN-00898,80.7,16,0.199,8.4,6,0,0,0
TXN-00899,41.71,9,0.141,12.6,7,0,1,1
TXN-00900,58.31,14,0.068,15.6,2,0,0,0
TXN-00901,6.88,11,0.233,38.4,2,0,1,0
TXN-00902,58.01,8,0.15,9.5,4,0,1,0
TXN-00903,39.84,8,0.117,2.3,5,0,1,0
TXN-00904,111.44,16,0.151,31.8,3,0,1,1
TXN-00905,47.32,12,0.119,5.2,1,0,0,0
TXN-00906,100.45,14,0.101,34.1,1,0,1,0
TXN-00907,92.57,13,0.123,5.3,2,0,1,0
TXN-00908,94.38,4,0.143,0.4,2,0,1,0
TXN-00909,48.69,21,0.128,12.7,4,0,1,0
TXN-00910,60.97,13,0.319,50.4,2,0,1,0
TXN-00911,79.14,17,0.173,9.0,1,0,1,0
TXN-00912,62.4,21,0.073,3.7,1,0,1,0
TXN-00913,47.41,22,0.093,3.4,0,1,1,0
TXN-00914,26.37,16,0.109,31.3,2,0,1,0
TXN-00915,58.83,18,0.757,19.0,2,0,1,1
TXN-00916,13.46,11,0.138,9.7,2,0,1,0
TXN-00917,6.21,17,0.197,1.1,1,1,1,0
TXN-00918,20.99,7,0.04,15.4,1,0,1,0
TXN-00919,93.61,17,0.155,30.9,2,0,1,0
TXN-00920,69.42,2,0.407,1.4,1,0,1,0
TXN-00921,94.28,21,0.13,5.6,1,0,0,0
TXN-00922,32.32,5,0.423,15.5,0,0,1,1
TXN-00923,119.35,15,0.088,36.5,2,0,0,1
TXN-00924,15.24,0,0.184,82.7,3,0,1,1
TXN-00925,21.77,3,0.182,33.1,1,0,1,0
TXN-00926,117.92,23,0.109,17.2,0,0,0,1
TXN-00927,65.73,20,0.223,7.1,3,0,1,0
TXN-00928,94.68,5,0.302,5.2,1,0,1,0
TXN-00929,69.64,3,0.29,0.1,2,0,1,0
TXN-00930,36.45,19,0.46,10.0,3,1,1,1
TXN-00931,19.3,23,0.19,22.2,1,0,1,0
TXN-00932,8.58,4,0.363,9.5,1,0,0,0
TXN-00933,184.19,15,0.133,26.7,1,0,1,0
TXN-00934,11.39,6,0.498,44.2,3,0,1,0
TXN-00935,149.07,17,0.085,6.7,1,0,1,0
TXN-00936,63.04,10,0.292,12.9,1,0,1,0
TXN-00937,71.23,3,0.16,9.6,4,0,0,0
TXN-00938,67.83,7,0.114,7.1,1,0,1,0
TXN-00939,86.46,12,0.086,36.8,2,0,0,0
TXN-00940,29.62,19,0.343,8.7,3,0,1,0
TXN-00941,5.08,0,0.089,5.8,2,0,1,0
TXN-00942,35.8,22,0.389,61.1,2,0,1,0
TXN-00943,81.29,15,0.295,28.8,0,1,0,0
TXN-00944,21.98,21,0.178,0.8,3,0,1,0
TXN-00945,121.36,22,0.47,3.1,2,0,1,0
TXN-00946,52.65,3,0.287,1.3,0,0,0,0
TXN-00947,20.03,2,0.044,0.2,3,0,1,0
TXN-00948,65.25,18,0.241,161.3,3,0,1,0
TXN-00949,80.3,4,0.271,28.0,3,0,0,1
TXN-00950,84.53,3,0.15,14.5,1,0,1,0
TXN-00951,118.01,11,0.214,32.4,1,0,1,0
TXN-00952,14.0,21,0.275,9.6,2,0,1,0
TXN-00953,118.12,19,0.191,91.4,1,0,0,1
TXN-00954,125.66,12,0.131,9.4,4,0,1,0
TXN-00955,19.34,4,0.093,10.9,3,0,0,0
TXN-00956,23.39,8,0.426,17.5,4,0,1,0
TXN-00957,98.08,16,0.165,40.9,0,0,1,0
TXN-00958,41.93,3,0.29,1.7,2,0,1,0
